SystemComponentId,SystemSerdesId,LineComponentId,LineSerdesId,TraceLoss,ConnectionType,PolaritySwap
1,458,12,4,7.45,tx,Yes
1,461,12,4,7.23,rx,Yes
0,49,12,5,6.48,tx,No
0,53,12,5,6.65,rx,Yes
1,462,12,6,7.58,tx,No
1,457,12,6,7.42,rx,Yes
0,53,12,7,6.47,tx,Yes
0,49,12,7,6.71,rx,Yes
1,466,13,0,6.85,tx,Yes
1,470,13,0,6.61,rx,Yes
0,41,13,1,7.33,tx,No
0,46,13,1,7.93,rx,Yes
1,470,13,2,6.99,tx,No
1,466,13,2,6.68,rx,No
0,45,13,3,7.32,tx,Yes
0,42,13,3,7.85,rx,No
1,474,13,4,6.83,tx,Yes
1,474,13,4,6.67,rx,Yes
0,33,13,5,7.51,tx,Yes
0,34,13,5,7.69,rx,Yes
1,478,13,6,6.83,tx,Yes
1,478,13,6,6.8,rx,Yes
0,37,13,7,7.5,tx,Yes
0,38,13,7,7.69,rx,Yes
1,451,14,0,5.74,tx,No
1,454,14,0,5.48,rx,Yes
0,58,14,1,7.71,tx,Yes
0,62,14,1,8.54,rx,Yes
1,455,14,2,5.73,tx,Yes
1,450,14,2,5.56,rx,No
0,62,14,3,7.98,tx,No
0,58,14,3,8.47,rx,No
1,459,14,4,5.71,tx,No
1,462,14,4,5.75,rx,Yes
0,50,14,5,7.98,tx,Yes
0,54,14,5,8.53,rx,Yes
1,463,14,6,5.71,tx,Yes
1,458,14,6,5.82,rx,No
0,54,14,7,8.25,tx,No
0,50,14,7,8.45,rx,No
1,467,15,0,5.11,tx,No
1,471,15,0,4.78,rx,Yes
0,42,15,1,8.83,tx,Yes
0,47,15,1,9.47,rx,Yes
1,471,15,2,5.1,tx,Yes
1,467,15,2,5.05,rx,No
0,46,15,3,9.09,tx,No
0,43,15,3,9.6,rx,No
1,475,15,4,5.29,tx,No
1,475,15,4,5.13,rx,No
0,34,15,5,9.09,tx,Yes
0,35,15,5,9.51,rx,No
1,479,15,6,5.29,tx,Yes
1,479,15,6,5.26,rx,No
0,38,15,7,9.22,tx,Yes
0,39,15,7,9.51,rx,No
1,448,16,0,4.16,tx,Yes
1,455,16,0,3.67,rx,Yes
0,59,16,1,9.31,tx,No
0,63,16,1,10.08,rx,Yes
1,452,16,2,4.15,tx,No
1,451,16,2,3.93,rx,No
0,63,16,3,9.45,tx,Yes
0,59,16,3,10.22,rx,No
1,456,16,4,4.15,tx,Yes
1,463,16,4,3.93,rx,Yes
0,51,16,5,9.6,tx,No
0,55,16,5,10.07,rx,Yes
1,460,16,6,4.14,tx,No
1,459,16,6,4.2,rx,No
0,55,16,7,9.75,tx,Yes
0,51,16,7,10.2,rx,No
1,432,17,0,9.72,tx,Yes
1,436,17,0,9.31,rx,Yes
0,75,17,1,3.05,tx,No
0,76,17,1,3.95,rx,Yes
1,436,17,2,9.71,tx,No
1,432,17,2,9.29,rx,Yes
0,79,17,3,3.2,tx,Yes
0,72,17,3,3.8,rx,Yes
1,440,17,4,9.71,tx,Yes
1,444,17,4,9.57,rx,Yes
0,67,17,5,3.34,tx,No
0,68,17,5,3.92,rx,Yes
1,444,17,6,9.71,tx,No
1,440,17,6,9.56,rx,Yes
0,71,17,7,3.49,tx,Yes
0,64,17,7,3.78,rx,Yes
1,417,18,0,8.75,tx,No
1,420,18,0,8.2,rx,Yes
0,88,18,1,3.93,tx,Yes
0,92,18,1,4.56,rx,Yes
1,421,18,2,8.6,tx,Yes
1,416,18,2,8.18,rx,Yes
0,92,18,3,4.06,tx,No
0,88,18,3,4.41,rx,Yes
1,425,18,4,8.73,tx,No
1,428,18,4,8.46,rx,Yes
0,80,18,5,4.19,tx,Yes
0,84,18,5,4.54,rx,Yes
1,429,18,6,8.58,tx,Yes
1,424,18,6,8.45,rx,Yes
0,84,18,7,4.32,tx,No
0,80,18,7,4.4,rx,Yes
1,433,19,0,8.13,tx,No
1,437,19,0,7.49,rx,Yes
0,72,19,1,5.04,tx,Yes
0,77,19,1,5.49,rx,Yes
1,437,19,2,7.99,tx,Yes
1,433,19,2,7.67,rx,Yes
0,76,19,3,5.17,tx,No
0,73,19,3,5.54,rx,Yes
1,441,19,4,8.11,tx,No
1,445,19,4,7.75,rx,Yes
0,64,19,5,5.3,tx,Yes
0,69,19,5,5.46,rx,Yes
1,445,19,6,7.97,tx,Yes
1,441,19,6,7.94,rx,Yes
0,68,19,7,5.43,tx,No
0,65,19,7,5.52,rx,Yes
1,418,20,0,6.93,tx,Yes
1,421,20,0,6.38,rx,Yes
0,89,20,1,5.69,tx,No
0,93,20,1,6.1,rx,Yes
1,422,20,2,7.07,tx,No
1,417,20,2,6.56,rx,Yes
0,93,20,3,5.67,tx,Yes
0,89,20,3,6.15,rx,Yes
1,426,20,4,6.91,tx,Yes
1,429,20,4,6.64,rx,Yes
0,81,20,5,5.95,tx,No
0,85,20,5,6.08,rx,Yes
1,430,20,6,7.05,tx,No
1,425,20,6,6.83,rx,Yes
0,85,20,7,5.94,tx,Yes
0,81,20,7,6.14,rx,Yes
1,434,21,0,6.31,tx,Yes
1,438,21,0,6.0,rx,Yes
0,73,21,1,6.8,tx,No
0,78,21,1,7.37,rx,Yes
1,438,21,2,6.45,tx,No
1,434,21,2,6.08,rx,No
0,77,21,3,6.79,tx,Yes
0,74,21,3,7.29,rx,No
1,442,21,4,6.29,tx,Yes
1,446,21,4,6.28,rx,Yes
0,65,21,5,7.06,tx,No
0,70,21,5,7.35,rx,Yes
1,446,21,6,6.43,tx,No
1,442,21,6,6.36,rx,No
0,69,21,7,7.05,tx,Yes
0,66,21,7,7.26,rx,No
1,419,22,0,5.2,tx,No
1,422,22,0,4.88,rx,Yes
0,90,22,1,7.18,tx,Yes
0,94,22,1,7.98,rx,Yes
1,423,22,2,5.19,tx,Yes
1,418,22,2,4.95,rx,No
0,94,22,3,7.45,tx,No
0,90,22,3,7.91,rx,No
1,427,22,4,5.17,tx,No
1,430,22,4,5.15,rx,Yes
0,82,22,5,7.45,tx,Yes
0,86,22,5,7.97,rx,Yes
1,431,22,6,5.17,tx,Yes
1,426,22,6,5.22,rx,No
0,86,22,7,7.72,tx,No
0,82,22,7,7.89,rx,No
1,435,23,0,4.57,tx,No
1,439,23,0,4.17,rx,Yes
0,74,23,1,8.3,tx,Yes
0,79,23,1,8.9,rx,Yes
1,439,23,2,4.57,tx,Yes
1,435,23,2,4.44,rx,No
0,78,23,3,8.56,tx,No
0,75,23,3,9.04,rx,No
1,443,23,4,4.55,tx,No
1,447,23,4,4.44,rx,Yes
0,66,23,5,8.56,tx,Yes
0,71,23,5,8.89,rx,Yes
1,447,23,6,4.55,tx,Yes
1,443,23,6,4.72,rx,No
0,70,23,7,8.83,tx,No
0,67,23,7,9.02,rx,No
1,416,24,0,3.58,tx,Yes
1,423,24,0,3.06,rx,Yes
0,91,24,1,8.78,tx,No
0,95,24,1,9.52,rx,Yes
1,420,24,2,3.57,tx,No
1,419,24,2,3.33,rx,No
0,95,24,3,8.92,tx,Yes
0,91,24,3,9.66,rx,No
1,424,24,4,3.58,tx,Yes
1,431,24,4,3.32,rx,Yes
0,83,24,5,9.06,tx,No
0,87,24,5,9.51,rx,Yes
1,428,24,6,3.58,tx,No
1,427,24,6,3.59,rx,No
0,87,24,7,9.21,tx,Yes
0,83,24,7,9.64,rx,No
1,400,25,0,9.17,tx,Yes
1,404,25,0,8.76,rx,Yes
0,107,25,1,2.58,tx,No
0,108,25,1,3.4,rx,Yes
1,404,25,2,9.17,tx,No
1,400,25,2,8.75,rx,Yes
0,111,25,3,2.72,tx,Yes
0,104,25,3,3.25,rx,Yes
1,408,25,4,9.16,tx,Yes
1,412,25,4,9.02,rx,Yes
0,99,25,5,2.86,tx,No
0,100,25,5,3.37,rx,Yes
1,412,25,6,9.16,tx,No
1,408,25,6,9.01,rx,Yes
0,103,25,7,3.01,tx,Yes
0,96,25,7,3.23,rx,Yes
1,385,26,0,8.28,tx,No
1,388,26,0,7.66,rx,Yes
0,120,26,1,3.48,tx,Yes
0,124,26,1,4.03,rx,Yes
1,389,26,2,8.12,tx,Yes
1,384,26,2,7.64,rx,Yes
0,124,26,3,3.6,tx,No
0,120,26,3,3.88,rx,Yes
1,393,26,4,8.24,tx,No
1,396,26,4,7.91,rx,Yes
0,112,26,5,3.73,tx,Yes
0,116,26,5,4.0,rx,Yes
1,397,26,6,8.08,tx,Yes
1,392,26,6,7.9,rx,Yes
0,116,26,7,3.86,tx,No
0,112,26,7,3.85,rx,Yes
1,401,27,0,7.63,tx,No
1,405,27,0,6.94,rx,Yes
0,104,27,1,4.57,tx,Yes
0,109,27,1,4.94,rx,Yes
1,405,27,2,7.47,tx,Yes
1,401,27,2,7.13,rx,Yes
0,108,27,3,4.69,tx,No
0,105,27,3,4.99,rx,Yes
1,409,27,4,7.59,tx,No
1,413,27,4,7.2,rx,Yes
0,96,27,5,4.83,tx,Yes
0,101,27,5,4.91,rx,Yes
1,413,27,6,7.44,tx,Yes
1,409,27,6,7.39,rx,Yes
0,100,27,7,4.95,tx,No
0,97,27,7,4.97,rx,Yes
1,386,28,0,6.46,tx,Yes
1,389,28,0,5.84,rx,Yes
0,121,28,1,5.24,tx,No
0,125,28,1,5.57,rx,Yes
1,390,28,2,6.58,tx,No
1,385,28,2,6.02,rx,Yes
0,125,28,3,5.22,tx,Yes
0,121,28,3,5.62,rx,Yes
1,394,28,4,6.42,tx,Yes
1,397,28,4,6.09,rx,Yes
0,113,28,5,5.49,tx,No
0,117,28,5,5.54,rx,Yes
1,398,28,6,6.55,tx,No
1,393,28,6,6.28,rx,Yes
0,117,28,7,5.47,tx,Yes
0,113,28,7,5.6,rx,Yes
1,402,29,0,5.81,tx,Yes
1,406,29,0,5.45,rx,Yes
0,105,29,1,6.33,tx,No
0,110,29,1,6.81,rx,Yes
1,406,29,2,5.93,tx,No
1,402,29,2,5.52,rx,No
0,109,29,3,6.31,tx,Yes
0,106,29,3,6.73,rx,No
1,410,29,4,5.77,tx,Yes
1,414,29,4,5.71,rx,Yes
0,97,29,5,6.58,tx,No
0,102,29,5,6.79,rx,Yes
1,414,29,6,5.9,tx,No
1,410,29,6,5.78,rx,No
0,101,29,7,6.57,tx,Yes
0,98,29,7,6.71,rx,No
1,387,30,0,4.71,tx,No
1,390,30,0,4.35,rx,Yes
0,122,30,1,6.74,tx,Yes
0,126,30,1,7.43,rx,Yes
1,391,30,2,4.69,tx,Yes
1,386,30,2,4.42,rx,No
0,126,30,3,7.0,tx,No
0,122,30,3,7.35,rx,No
1,395,30,4,4.68,tx,No
1,398,30,4,4.61,rx,Yes
0,114,30,5,7.0,tx,Yes
0,118,30,5,7.41,rx,Yes
1,399,30,6,4.67,tx,Yes
1,394,30,6,4.68,rx,No
0,118,30,7,7.27,tx,No
0,114,30,7,7.33,rx,No
1,403,31,0,4.06,tx,No
1,407,31,0,3.61,rx,Yes
0,106,31,1,7.83,tx,Yes
0,111,31,1,8.35,rx,Yes
1,407,31,2,4.05,tx,Yes
1,403,31,2,3.87,rx,No
0,110,31,3,8.1,tx,No
0,107,31,3,8.48,rx,No
1,411,31,4,4.03,tx,No
1,415,31,4,3.87,rx,Yes
0,98,31,5,8.09,tx,Yes
0,103,31,5,8.33,rx,Yes
1,415,31,6,4.02,tx,Yes
1,411,31,6,4.13,rx,No
0,102,31,7,8.36,tx,No
0,99,31,7,8.47,rx,No
1,384,32,0,3.07,tx,Yes
1,391,32,0,2.52,rx,Yes
0,123,32,1,8.25,tx,No
0,127,32,1,8.97,rx,Yes
1,388,32,2,3.07,tx,No
1,387,32,2,2.78,rx,No
0,127,32,3,8.4,tx,Yes
0,123,32,3,9.1,rx,No
1,392,32,4,3.08,tx,Yes
1,399,32,4,2.77,rx,Yes
0,115,32,5,8.54,tx,No
0,119,32,5,8.95,rx,Yes
1,396,32,6,3.08,tx,No
1,395,32,6,3.04,rx,No
0,119,32,7,8.69,tx,Yes
0,115,32,7,9.09,rx,No
1,372,33,0,8.83,tx,Yes
1,368,33,0,8.08,rx,Yes
0,143,33,1,2.21,tx,Yes
0,136,33,1,2.72,rx,Yes
1,368,33,2,8.76,tx,No
1,372,33,2,8.4,rx,Yes
0,139,33,3,2.36,tx,No
0,140,33,3,2.91,rx,Yes
1,380,33,4,8.82,tx,Yes
1,376,33,4,8.37,rx,Yes
0,135,33,5,2.5,tx,Yes
0,128,33,5,2.72,rx,Yes
1,376,33,6,8.75,tx,No
1,380,33,6,8.7,rx,Yes
0,131,33,7,2.64,tx,No
0,132,33,7,2.91,rx,Yes
1,357,34,0,7.78,tx,No
1,352,34,0,6.97,rx,Yes
0,156,34,1,3.17,tx,Yes
0,152,34,1,3.35,rx,Yes
1,353,34,2,7.91,tx,Yes
1,356,34,2,7.29,rx,Yes
0,152,34,3,3.22,tx,No
0,156,34,3,3.54,rx,Yes
1,365,34,4,7.74,tx,No
1,360,34,4,7.23,rx,Yes
0,148,34,5,3.43,tx,Yes
0,144,34,5,3.32,rx,Yes
1,361,34,6,7.86,tx,Yes
1,364,34,6,7.56,rx,Yes
0,144,34,7,3.48,tx,No
0,148,34,7,3.51,rx,Yes
1,373,35,0,7.12,tx,No
1,369,35,0,6.46,rx,Yes
0,140,35,1,4.27,tx,Yes
0,137,35,1,4.46,rx,Yes
1,369,35,2,7.25,tx,Yes
1,373,35,2,6.56,rx,No
0,136,35,3,4.32,tx,No
0,141,35,3,4.46,rx,No
1,381,35,4,7.08,tx,No
1,377,35,4,6.76,rx,Yes
0,132,35,5,4.53,tx,Yes
0,129,35,5,4.46,rx,Yes
1,377,35,6,7.2,tx,Yes
1,381,35,6,6.86,rx,No
0,128,35,7,4.58,tx,No
0,133,35,7,4.47,rx,No
1,358,36,0,6.17,tx,No
1,353,36,0,5.35,rx,Yes
0,157,36,1,4.71,tx,No
0,153,36,1,5.09,rx,Yes
1,354,36,2,6.09,tx,No
1,357,36,2,5.45,rx,No
0,153,36,3,4.98,tx,Yes
0,157,36,3,5.09,rx,No
1,366,36,4,6.14,tx,No
1,361,36,4,5.61,rx,Yes
0,149,36,5,4.97,tx,No
0,145,36,5,5.06,rx,Yes
1,362,36,6,6.04,tx,No
1,365,36,6,5.72,rx,No
0,145,36,7,5.24,tx,Yes
0,149,36,7,5.07,rx,No
1,374,37,0,5.51,tx,No
1,370,37,0,4.85,rx,Yes
0,141,37,1,5.82,tx,No
0,138,37,1,6.21,rx,Yes
1,370,37,2,5.43,tx,No
1,374,37,2,4.98,rx,No
0,137,37,3,6.08,tx,Yes
0,142,37,3,6.2,rx,No
1,382,37,4,5.47,tx,No
1,378,37,4,5.15,rx,Yes
0,133,37,5,6.07,tx,No
0,130,37,5,6.22,rx,Yes
1,378,37,6,5.38,tx,No
1,382,37,6,5.28,rx,No
0,129,37,7,6.34,tx,Yes
0,134,37,7,6.2,rx,No
1,359,38,0,4.36,tx,Yes
1,354,38,0,3.75,rx,Yes
0,158,38,1,6.43,tx,No
0,154,38,1,6.84,rx,Yes
1,355,38,2,4.34,tx,No
1,358,38,2,3.87,rx,No
0,154,38,3,6.48,tx,No
0,158,38,3,6.83,rx,No
1,367,38,4,4.32,tx,Yes
1,362,38,4,4.0,rx,Yes
0,150,38,5,6.7,tx,No
0,146,38,5,6.81,rx,Yes
1,363,38,6,4.3,tx,No
1,366,38,6,4.13,rx,No
0,146,38,7,6.75,tx,No
0,150,38,7,6.8,rx,No
1,375,39,0,3.7,tx,Yes
1,371,39,0,3.23,rx,No
0,142,39,1,7.53,tx,No
0,139,39,1,7.96,rx,No
1,371,39,2,3.68,tx,No
1,375,39,2,3.15,rx,No
0,138,39,3,7.59,tx,No
0,143,39,3,7.73,rx,No
1,383,39,4,3.66,tx,Yes
1,379,39,4,3.53,rx,No
0,134,39,5,7.8,tx,No
0,131,39,5,7.98,rx,No
1,379,39,6,3.64,tx,No
1,383,39,6,3.45,rx,No
0,130,39,7,7.84,tx,No
0,135,39,7,7.74,rx,No
1,356,40,0,2.72,tx,Yes
1,355,40,0,2.13,rx,No
0,159,40,1,7.87,tx,Yes
0,155,40,1,8.58,rx,No
1,352,40,2,2.65,tx,No
1,359,40,2,2.05,rx,No
0,155,40,3,8.01,tx,No
0,159,40,3,8.36,rx,No
1,364,40,4,2.72,tx,Yes
1,363,40,4,2.38,rx,No
0,151,40,5,8.15,tx,Yes
0,147,40,5,8.56,rx,No
1,360,40,6,2.65,tx,No
1,367,40,6,2.31,rx,No
0,147,40,7,8.3,tx,No
0,151,40,7,8.34,rx,No
1,340,41,0,8.46,tx,Yes
1,336,41,0,7.6,rx,Yes
0,175,41,1,1.8,tx,Yes
0,168,41,1,2.25,rx,Yes
1,336,41,2,8.37,tx,No
1,340,41,2,7.93,rx,Yes
0,171,41,3,1.94,tx,No
0,172,41,3,2.44,rx,Yes
1,348,41,4,8.43,tx,Yes
1,344,41,4,7.86,rx,Yes
0,167,41,5,2.24,tx,Yes
0,160,41,5,2.22,rx,Yes
1,344,41,6,8.47,tx,No
1,348,41,6,8.18,rx,Yes
0,163,41,7,2.37,tx,No
0,164,41,7,2.41,rx,Yes
1,325,42,0,7.35,tx,No
1,320,42,0,6.52,rx,Yes
0,188,42,1,2.71,tx,Yes
0,184,42,1,2.9,rx,Yes
1,321,42,2,7.48,tx,Yes
1,324,42,2,6.84,rx,Yes
0,184,42,3,2.75,tx,No
0,188,42,3,3.08,rx,Yes
1,333,42,4,7.31,tx,No
1,328,42,4,6.77,rx,Yes
0,180,42,5,2.96,tx,Yes
0,176,42,5,2.86,rx,Yes
1,329,42,6,7.59,tx,Yes
1,332,42,6,7.09,rx,Yes
0,176,42,7,3.16,tx,No
0,180,42,7,3.05,rx,Yes
1,341,43,0,6.85,tx,No
1,337,43,0,5.99,rx,Yes
0,172,43,1,3.96,tx,Yes
0,169,43,1,3.99,rx,Yes
1,337,43,2,6.97,tx,Yes
1,341,43,2,6.08,rx,No
0,168,43,3,4.0,tx,No
0,173,43,3,3.99,rx,No
1,349,43,4,6.8,tx,No
1,345,43,4,6.24,rx,Yes
0,164,43,5,4.2,tx,Yes
0,161,43,5,3.96,rx,Yes
1,345,43,6,6.92,tx,Yes
1,349,43,6,6.35,rx,No
0,160,43,7,4.24,tx,No
0,165,43,7,3.96,rx,No
1,326,44,0,5.74,tx,No
1,321,44,0,4.9,rx,Yes
0,189,44,1,4.25,tx,No
0,185,44,1,4.64,rx,Yes
1,322,44,2,5.66,tx,No
1,325,44,2,4.99,rx,No
0,185,44,3,4.51,tx,Yes
0,189,44,3,4.63,rx,No
1,334,44,4,5.7,tx,No
1,329,44,4,5.15,rx,Yes
0,181,44,5,4.5,tx,No
0,177,44,5,4.6,rx,Yes
1,330,44,6,5.77,tx,No
1,333,44,6,5.25,rx,No
0,177,44,7,4.92,tx,Yes
0,181,44,7,4.61,rx,No
1,342,45,0,5.23,tx,No
1,338,45,0,4.38,rx,Yes
0,173,45,1,5.5,tx,No
0,170,45,1,5.74,rx,Yes
1,338,45,2,5.15,tx,No
1,342,45,2,4.5,rx,No
0,169,45,3,5.75,tx,Yes
0,174,45,3,5.73,rx,No
1,350,45,4,5.19,tx,No
1,346,45,4,4.63,rx,Yes
0,165,45,5,5.74,tx,No
0,162,45,5,5.71,rx,Yes
1,346,45,6,5.1,tx,No
1,350,45,6,4.76,rx,No
0,161,45,7,6.0,tx,Yes
0,166,45,7,5.7,rx,No
1,327,46,0,3.93,tx,Yes
1,322,46,0,3.29,rx,Yes
0,190,46,1,5.98,tx,No
0,186,46,1,6.38,rx,Yes
1,323,46,2,3.92,tx,No
1,326,46,2,3.41,rx,No
0,186,46,3,6.03,tx,No
0,190,46,3,6.37,rx,No
1,335,46,4,3.9,tx,Yes
1,330,46,4,3.54,rx,Yes
0,182,46,5,6.24,tx,No
0,178,46,5,6.35,rx,Yes
1,331,46,6,4.04,tx,No
1,334,46,6,3.67,rx,No
0,178,46,7,6.44,tx,No
0,182,46,7,6.33,rx,No
1,343,47,0,3.43,tx,Yes
1,339,47,0,2.76,rx,No
0,174,47,1,7.23,tx,No
0,171,47,1,7.49,rx,No
1,339,47,2,3.41,tx,No
1,343,47,2,2.66,rx,No
0,170,47,3,7.26,tx,No
0,175,47,3,7.27,rx,No
1,351,47,4,3.38,tx,Yes
1,347,47,4,3.02,rx,No
0,166,47,5,7.47,tx,No
0,163,47,5,7.47,rx,No
1,347,47,6,3.37,tx,No
1,351,47,6,2.94,rx,No
0,162,47,7,7.51,tx,No
0,167,47,7,7.23,rx,No
1,324,48,0,2.27,tx,Yes
1,323,48,0,1.67,rx,No
0,191,48,1,7.46,tx,Yes
0,187,48,1,8.13,rx,No
1,320,48,2,2.19,tx,No
1,327,48,2,1.58,rx,No
0,187,48,3,7.6,tx,No
0,191,48,3,7.91,rx,No
1,332,48,4,2.26,tx,Yes
1,331,48,4,1.92,rx,No
0,183,48,5,7.74,tx,Yes
0,179,48,5,8.1,rx,No
1,328,48,6,2.18,tx,No
1,335,48,6,1.85,rx,No
0,179,48,7,7.88,tx,No
0,183,48,7,7.87,rx,No
